"INT_ID","Angle","Front_to_Rear","Head_On","Sideswipe_Same_Dir","Sideswipe_Opp_Dir","Parked_Veh","Rear_to_Side","Rear_to_Rear","Single_Veh","Sev_1","Sev_2","Sev_3","Sev_4","Sev_5"
1781,7,5,0,0,0,0,0,1,3,6,7,3,0,0
1782,5,6,0,0,0,1,0,0,3,7,4,3,0,1
1783,17,7,0,0,0,0,0,0,2,15,4,7,0,0
1784,13,21,0,3,1,0,0,0,4,33,4,3,2,0
1785,8,9,0,1,3,1,0,0,1,14,7,2,0,0
1786,2,0,0,1,0,0,0,0,2,3,0,2,0,0
1787,18,7,1,1,0,1,1,0,3,22,5,4,1,0
1788,25,4,0,0,1,0,0,0,0,16,2,11,1,0
1789,32,6,1,1,0,0,0,0,9,15,17,16,1,0
1790,43,23,2,2,1,2,0,0,3,38,20,16,2,0
1791,39,15,4,3,1,0,0,0,8,43,15,11,1,0
1792,5,4,0,0,0,0,0,0,0,3,2,3,1,0
1793,0,3,0,0,0,0,0,0,0,2,1,0,0,0
1794,12,8,0,0,0,0,0,0,6,10,8,8,0,0
1795,26,7,0,0,0,0,0,0,4,13,12,11,1,0
1796,2,1,0,1,0,0,0,0,0,1,1,2,0,0
1797,35,14,2,0,1,0,0,0,6,33,10,12,2,1
1798,6,5,0,1,0,0,0,0,2,8,4,1,1,0
1799,40,11,3,0,0,0,0,0,2,30,9,16,1,0
1800,11,3,0,0,1,0,0,0,1,12,3,1,0,0
1801,84,28,3,3,2,0,0,0,6,61,36,23,6,0
1802,10,3,1,2,0,0,0,0,0,4,7,4,1,0
1803,13,25,1,3,0,0,0,0,7,25,7,15,2,0
1804,19,21,2,0,1,0,0,0,1,25,11,5,2,1
1805,1,9,0,0,0,0,0,0,0,6,0,4,0,0
1806,35,45,5,4,1,0,0,0,3,54,21,16,1,1
1807,7,1,0,0,0,0,0,0,2,7,2,1,0,0
1808,41,22,9,0,1,0,0,0,7,44,18,13,5,0
1809,1,1,0,0,0,0,0,0,0,2,0,0,0,0
1810,7,4,0,1,0,0,0,0,0,9,3,0,0,0
1811,1,1,0,0,0,0,0,0,2,4,0,0,0,0
1812,14,10,1,1,2,0,0,0,3,21,4,4,2,0
1813,23,8,1,0,1,1,1,0,7,18,7,14,2,1
1814,18,12,6,0,0,0,0,0,1,17,12,6,2,0
1815,3,5,0,0,1,0,0,0,1,7,0,3,0,0
1816,18,30,1,5,2,0,0,0,7,37,18,7,1,0
1817,21,6,2,1,0,0,0,0,4,14,7,10,3,0
1818,11,1,0,1,0,0,0,0,0,5,3,5,0,0
1819,2,4,0,0,0,0,0,0,0,2,2,2,0,0
1820,2,1,0,0,0,0,0,0,0,1,1,1,0,0
1821,18,18,3,0,0,1,0,0,4,22,12,9,1,0
1822,9,6,2,0,1,0,0,0,0,8,3,6,1,0
1823,15,2,1,0,1,1,0,0,1,7,6,7,1,0
1824,28,11,1,5,0,0,0,0,0,29,12,4,0,0
1825,23,31,6,1,1,0,0,0,4,38,20,7,1,0
1826,18,18,2,0,1,1,0,0,1,17,16,6,1,1
1827,18,4,2,2,1,0,0,0,1,15,9,4,0,0
1828,8,10,2,2,0,0,0,0,0,14,6,2,0,0
1829,11,2,0,0,0,0,0,0,1,4,3,7,0,0
1830,11,11,1,2,0,0,0,0,0,19,4,2,0,0
1831,9,6,3,4,1,0,0,0,1,15,8,1,0,0
1832,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1833,5,10,2,0,0,0,0,0,1,12,5,0,1,0
1834,2,0,1,0,0,0,0,0,2,1,1,1,1,1
1836,4,0,0,1,1,0,0,0,0,6,0,0,0,0
1837,3,0,1,0,1,0,0,0,0,1,1,3,0,0
1838,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1839,5,5,0,0,0,0,0,0,2,5,6,1,0,0
1840,29,12,3,3,0,0,0,0,3,30,12,7,1,0
1841,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1845,49,18,0,0,0,1,0,0,0,43,17,6,2,0
1846,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1847,23,16,2,0,1,0,0,0,2,30,12,2,0,0
1849,1,1,0,0,0,0,0,0,0,2,0,0,0,0
1850,10,4,0,0,0,0,0,0,3,9,0,8,0,0
1851,6,1,0,0,0,0,0,0,0,5,1,1,0,0
1852,39,30,8,0,6,0,0,0,1,46,15,18,5,0
1853,36,15,3,19,1,1,0,0,1,53,14,7,2,0
1854,4,12,1,1,1,0,0,0,2,15,4,2,0,0
1855,1,0,0,0,0,0,0,0,4,4,0,1,0,0
1857,3,5,0,2,0,0,0,0,0,5,3,0,0,2
1858,5,3,0,2,0,0,0,0,1,9,1,1,0,0
1859,4,0,0,3,0,0,0,0,2,6,1,1,1,0
1861,2,1,0,0,0,1,0,0,1,3,2,0,0,0
1862,5,1,1,2,0,0,0,0,3,8,0,3,0,1
1865,7,8,1,1,0,0,0,0,5,12,8,1,1,0
1866,1,3,0,2,0,0,0,0,1,6,0,1,0,0
1867,1,8,0,1,0,0,0,0,1,8,2,1,0,0
1868,19,27,3,1,1,0,0,0,4,35,13,6,1,0
1870,12,3,0,1,2,0,0,0,2,10,4,6,0,0
1871,16,50,0,1,1,0,0,0,2,56,11,3,0,0
1872,3,8,0,0,0,1,0,0,1,8,2,2,1,0
1873,13,5,1,4,0,0,0,0,1,15,4,5,0,0
1874,7,0,0,2,0,0,0,0,1,6,3,1,0,0
1876,12,6,2,1,0,0,0,0,1,17,5,0,0,0
1877,2,1,1,0,0,1,0,0,2,5,1,1,0,0
1878,3,5,0,1,0,0,0,0,0,8,0,1,0,0
1879,6,2,1,0,1,0,0,0,2,6,3,3,0,0
1881,3,4,0,1,0,1,0,0,1,6,2,2,0,0
1884,6,0,0,0,0,0,0,0,0,5,0,1,0,0
1885,2,0,0,1,0,0,0,0,2,3,1,1,0,0
1886,1,0,0,0,0,0,0,0,4,2,2,0,1,0
1887,3,1,0,0,0,0,0,0,1,5,0,0,0,0
1888,1,2,0,0,0,0,0,0,3,4,1,1,0,0
1889,1,0,0,2,0,0,0,0,1,2,1,1,0,0
1890,0,1,1,1,0,0,0,0,0,2,0,1,0,0
1892,0,2,0,1,0,0,0,0,0,3,0,0,0,0
1896,2,1,0,1,1,0,0,0,3,6,0,1,1,0
1898,4,1,0,0,0,0,0,0,0,2,1,1,0,1
1902,1,1,0,1,0,0,0,0,0,2,1,0,0,0
1903,15,1,0,0,0,0,0,0,0,10,4,2,0,0
1906,17,13,0,0,0,0,0,0,1,23,7,1,0,0
1907,0,3,0,0,0,0,0,0,0,2,1,0,0,0
1908,0,0,0,0,0,0,0,0,2,1,0,1,0,0
1909,6,0,0,1,0,0,0,0,1,4,1,2,1,0
1910,0,0,1,0,1,0,0,0,1,1,0,1,1,0
1911,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1912,2,0,1,0,0,0,0,0,0,3,0,0,0,0
1913,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1914,19,28,1,0,1,1,0,0,2,33,13,4,1,1
1915,12,3,0,2,0,1,0,0,2,10,8,2,0,0
1917,2,0,0,1,1,0,0,0,3,3,2,1,1,0
1919,6,6,0,1,0,0,0,0,2,10,4,1,0,0
1920,9,5,1,3,2,1,1,0,1,14,4,4,1,0
1921,6,2,0,0,0,0,0,0,4,8,3,0,0,1
1922,6,2,0,2,0,0,0,0,5,12,1,1,1,0
1923,3,0,0,0,0,0,0,0,1,2,0,2,0,0
1924,7,7,0,2,0,0,0,0,2,13,1,4,0,0
1925,0,0,0,0,0,0,0,0,3,3,0,0,0,0
1926,1,14,0,1,0,0,0,0,3,16,2,1,0,0
1927,5,6,1,0,1,2,0,0,7,17,3,2,0,0
1928,7,9,1,0,0,0,0,0,5,16,4,1,1,0
1929,0,0,0,0,1,0,0,0,1,2,0,0,0,0
1930,2,2,0,0,0,0,0,0,1,1,4,0,0,0
1931,6,7,1,1,0,0,0,0,0,12,2,1,0,0
1932,20,17,1,2,0,0,0,0,3,27,13,1,0,2
1933,17,18,1,2,0,0,0,0,2,26,7,6,1,0
1934,22,13,0,1,2,0,0,0,0,22,6,8,1,1
1936,16,6,1,1,1,0,0,0,0,21,3,1,0,0
1939,4,5,0,1,1,0,0,0,2,10,1,2,0,0
1940,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1941,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1942,5,0,1,0,1,1,0,0,0,4,2,2,0,0
1943,2,0,0,0,0,0,0,0,0,1,1,0,0,0
1944,15,3,1,1,3,0,0,0,1,16,8,0,0,0
1945,2,2,0,1,0,3,0,0,6,7,4,3,0,0
1946,4,8,0,0,0,1,0,0,1,10,2,2,0,0
1947,3,4,0,1,1,0,0,0,0,8,1,0,0,0
1948,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1949,0,6,0,0,0,0,0,0,0,6,0,0,0,0
1950,2,22,1,4,0,1,0,0,6,29,5,2,0,0
1951,1,0,1,0,0,0,0,0,1,2,0,0,0,1
1952,6,4,0,1,0,0,0,0,4,12,2,1,0,0
1953,22,7,0,0,1,0,0,0,1,21,7,2,0,1
1954,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1955,3,7,0,0,0,0,0,0,3,8,3,2,0,0
1956,23,15,1,0,1,0,0,0,2,31,7,3,1,0
1957,6,13,2,1,1,0,0,0,3,17,3,5,1,0
1958,1,1,0,0,0,0,0,0,1,2,0,0,1,0
1960,3,5,0,0,2,0,0,0,1,10,1,0,0,0
1961,3,3,0,1,2,0,0,0,0,7,1,1,0,0
1962,7,31,0,2,1,1,0,0,1,31,9,3,0,0
1963,14,21,1,3,0,1,0,0,4,35,7,2,0,0
1964,6,21,0,1,0,0,0,0,3,23,4,4,0,0
1966,9,12,0,3,0,0,0,0,0,17,6,0,1,0
1967,10,2,0,0,0,1,0,0,0,8,3,2,0,0
1968,4,7,1,0,0,0,1,0,1,13,1,0,0,0
1969,24,25,2,5,0,0,0,0,3,41,9,5,4,0
1970,1,0,0,0,0,0,0,0,3,3,1,0,0,0
1971,1,0,1,0,0,0,0,0,2,2,2,0,0,0
1972,21,3,2,3,0,1,0,0,6,24,5,7,0,0
1973,27,14,3,1,1,0,0,0,6,37,11,3,1,0
1974,38,9,3,2,0,0,0,0,4,44,7,5,0,0
1975,29,24,1,4,1,1,0,0,5,50,13,1,1,0
1976,18,24,1,4,0,0,0,0,2,38,9,2,0,0
1977,2,1,0,0,0,0,0,0,0,1,0,2,0,0
1978,9,13,0,0,0,0,0,0,1,19,3,0,1,0
1979,2,1,0,0,0,0,0,0,1,2,2,0,0,0
1980,3,0,0,0,0,0,0,0,0,1,2,0,0,0
1981,1,1,0,0,1,0,0,0,0,3,0,0,0,0
1984,30,33,2,1,1,0,0,0,7,52,10,11,0,1
1985,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1986,9,6,2,2,0,0,0,0,1,14,5,1,0,0
1987,8,0,0,0,1,0,0,0,1,4,4,1,0,1
1988,14,26,1,2,0,0,0,0,3,35,8,2,1,0
1990,27,38,0,9,0,0,0,0,5,60,11,8,0,0
1991,11,4,1,0,0,0,0,0,7,19,3,0,0,1
1993,37,29,2,2,2,1,0,0,0,55,12,6,0,0
1995,22,15,1,4,1,0,0,0,0,21,16,5,0,1
1997,22,68,3,9,0,4,0,0,4,80,20,6,3,1
1998,1,4,0,0,0,0,0,0,0,4,1,0,0,0
1999,4,3,2,0,0,0,0,0,20,24,2,2,1,0
2001,0,2,0,0,0,0,0,0,0,2,0,0,0,0
2004,4,2,0,1,0,0,0,0,0,5,0,1,1,0
2005,7,0,0,0,0,0,0,0,1,3,2,1,2,0
2008,19,28,0,3,2,1,0,0,4,38,12,7,0,0
2009,1,2,0,0,0,0,0,0,1,4,0,0,0,0
2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011,4,0,0,1,0,1,0,0,0,5,1,0,0,0
2013,22,14,3,2,0,0,0,0,1,21,14,6,1,0
2015,8,8,0,0,0,0,0,0,1,10,5,1,0,1
2016,9,9,1,1,0,1,1,0,2,15,6,3,0,0
2019,5,1,0,1,0,0,0,0,2,6,1,0,2,0
2024,8,11,1,0,1,0,0,0,2,16,5,2,0,0
2026,0,1,0,0,0,0,0,0,1,2,0,0,0,0
2034,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2035,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2036,9,3,0,0,1,0,0,0,3,8,3,5,0,0
2039,1,0,0,0,1,0,0,0,0,1,1,0,0,0
2045,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2046,2,0,0,0,0,0,0,0,1,1,0,2,0,0
2048,3,6,0,0,0,0,0,0,5,8,2,1,1,2
2049,3,4,1,0,0,0,0,0,3,6,2,2,1,0
2050,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2051,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2052,0,0,0,1,0,0,0,0,0,1,0,0,0,0
