INT_ID,Angle,Front_to_Rear,Head_On,Sideswipe_Same_Dir,Sideswipe_Opp_Dir,Parked_Veh,Rear_to_Side,Rear_to_Rear,Single_Veh,Sev_1,Sev_2,Sev_3,Sev_4,Sev_5,Sev_4-5,Sev_3-5
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,3,0,1,0,0,0,0,0,5,0,0,1,0,1,1
3,19,12,2,3,2,0,0,0,1,27,10,1,1,0,1,2
5,9,1,0,1,0,0,0,0,0,6,0,4,1,0,1,5
6,8,3,0,2,1,0,0,0,0,13,1,0,0,0,0,0
8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
11,9,0,0,1,0,0,0,0,0,1,3,3,3,0,3,6
14,19,19,3,6,2,0,0,0,0,32,15,1,1,0,1,2
16,3,2,0,7,0,0,0,0,0,11,1,0,0,0,0,0
21,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
26,10,11,1,2,2,0,0,0,4,15,7,3,5,0,5,8
28,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
29,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1
30,4,2,2,2,0,0,0,0,3,9,2,2,0,0,0,2
35,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2
38,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0
39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,14,16,2,1,0,0,0,0,2,19,13,3,0,0,0,3
47,8,37,0,16,0,2,2,0,1,53,9,3,1,0,1,4
48,3,12,0,0,0,0,0,0,1,13,2,1,0,0,0,1
49,5,16,0,7,0,0,0,0,0,25,2,1,0,0,0,1
54,48,68,2,8,1,0,0,0,2,84,35,9,1,0,1,10
60,9,16,2,2,0,0,0,0,0,21,6,2,0,0,0,2
61,2,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2
68,1,2,0,2,0,0,0,0,4,3,3,3,0,0,0,3
70,10,5,1,1,0,0,0,0,1,13,3,2,0,0,0,2
76,13,23,1,4,1,0,0,0,1,28,11,3,1,0,1,4
77,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
79,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
81,6,4,1,1,0,0,0,0,1,7,5,1,0,0,0,1
83,3,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1
85,1,5,0,0,0,0,0,0,2,6,1,1,0,0,0,1
88,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
92,5,22,2,1,1,0,0,0,1,20,10,2,0,0,0,2
93,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0
94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
101,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0
104,18,8,2,1,1,0,0,0,0,15,7,7,1,0,1,8
106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,2,10,0,0,0,0,0,0,3,9,4,2,0,0,0,2
114,8,18,0,9,1,0,0,0,4,29,8,3,0,0,0,3
115,12,16,2,6,1,0,0,0,1,27,8,3,0,0,0,3
122,1,3,0,4,0,0,0,0,0,5,1,2,0,0,0,2
125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
132,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
138,4,11,0,2,0,0,0,0,1,13,4,1,0,0,0,1
140,3,6,0,2,0,0,0,0,2,11,2,0,0,0,0,0
141,3,4,0,1,0,0,0,0,0,8,0,0,0,0,0,0
142,2,10,0,2,0,0,0,0,4,14,2,1,1,0,1,2
143,4,10,0,4,0,1,0,0,2,18,2,1,0,0,0,1
144,1,9,1,3,1,1,0,0,1,13,4,0,0,0,0,0
145,5,4,0,3,0,1,0,0,1,13,0,0,1,0,1,1
148,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
152,1,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0
153,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
154,3,2,0,0,0,0,0,0,1,5,0,0,0,1,1,1
159,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
162,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
164,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
166,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
168,5,50,2,0,0,0,0,0,2,34,17,7,1,0,1,8
169,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
170,15,4,0,0,1,0,0,0,1,9,5,7,0,0,0,7
171,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
173,7,0,1,0,1,0,0,0,0,3,4,1,1,0,1,2
175,1,4,2,0,0,0,0,0,0,3,4,0,0,0,0,0
176,1,7,0,0,0,0,0,0,0,2,4,2,0,0,0,2
178,3,0,0,0,1,1,0,0,1,3,1,2,0,0,0,2
180,2,3,0,2,0,0,0,0,3,6,4,0,0,0,0,0
182,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
184,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
185,7,6,0,1,0,0,0,0,1,7,4,4,0,0,0,4
187,2,0,0,0,0,0,0,0,4,4,0,1,1,0,1,2
190,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
198,10,15,1,0,1,0,0,0,1,13,7,8,0,0,0,8
203,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
206,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
207,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
210,10,29,1,0,0,0,0,0,1,19,15,5,1,1,2,7
213,17,27,2,3,0,0,0,0,1,24,15,8,2,1,3,11
214,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1
216,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
224,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
227,3,0,0,2,1,2,0,0,0,6,0,1,1,0,1,2
228,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
229,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,1,1,0,3,0,0,0,0,0,4,1,0,0,0,0,0
231,10,1,0,1,0,0,0,0,0,5,4,2,1,0,1,3
232,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2
236,10,2,0,0,0,0,0,0,1,7,2,4,0,0,0,4
239,1,1,0,1,0,0,0,0,1,2,1,1,0,0,0,1
241,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,10,2,1,0,0,0,0,0,3,10,2,3,0,1,1,4
244,6,10,0,3,0,0,0,0,5,16,5,1,2,0,2,3
251,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
252,17,13,2,0,1,0,0,0,1,18,11,5,0,0,0,5
257,24,8,2,1,0,0,0,0,4,20,6,10,2,1,3,13
258,3,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2
260,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
265,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0
269,5,8,0,0,1,0,0,0,1,11,1,2,0,1,1,3
273,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
274,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
281,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
289,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
290,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
291,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
293,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
297,13,0,0,0,1,0,1,0,2,9,4,3,1,0,1,4
305,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
306,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
315,1,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0
316,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
317,6,3,0,1,0,0,0,0,1,9,1,1,0,0,0,1
320,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
321,2,0,0,0,0,0,0,0,2,2,0,1,1,0,1,2
326,8,5,1,1,1,2,0,0,1,13,5,1,0,0,0,1
327,0,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0
329,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
334,2,1,0,1,0,0,0,0,3,5,1,1,0,0,0,1
335,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
336,2,1,0,0,0,0,0,0,1,1,2,0,0,1,1,1
341,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
342,4,1,0,1,0,0,0,0,0,2,2,1,1,0,1,2
343,6,0,1,0,0,0,0,0,1,1,3,3,1,0,1,4
346,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
348,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
349,2,8,0,1,0,0,0,0,0,5,4,1,1,0,1,2
351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
353,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
354,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
359,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
366,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
370,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
374,0,2,0,0,0,0,0,0,2,3,1,0,0,0,0,0
375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
379,2,8,0,0,0,0,0,0,3,10,1,2,0,0,0,2
380,3,1,0,0,0,1,0,0,1,5,0,1,0,0,0,1
381,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0
382,3,5,1,0,0,0,0,0,2,7,3,1,0,0,0,1
383,11,4,0,4,1,0,1,0,1,17,4,1,0,0,0,1
384,4,4,0,2,0,0,0,0,0,7,1,0,2,0,2,2
385,6,2,0,0,1,1,0,0,1,8,1,2,0,0,0,2
386,11,9,0,0,0,0,0,0,1,13,7,0,1,0,1,1
387,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2
388,1,6,2,0,0,0,0,0,2,7,2,2,0,0,0,2
389,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0
390,8,18,0,1,1,1,0,0,1,21,6,3,0,0,0,3
391,7,10,0,1,0,0,1,0,3,17,4,1,0,0,0,1
392,12,9,1,1,0,1,0,0,2,16,5,4,1,0,1,5
394,8,7,4,0,1,0,0,0,1,10,6,4,1,0,1,5
396,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
401,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,3,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0
404,3,0,0,0,0,0,0,0,4,2,1,3,1,0,1,4
405,3,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0
407,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
416,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1
417,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1
422,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
429,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
435,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
442,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
446,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2
448,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
452,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
453,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
454,4,2,0,0,1,0,0,0,0,3,4,0,0,0,0,0
455,6,10,1,0,1,0,0,0,0,12,2,4,0,0,0,4
456,4,5,1,0,0,0,0,0,1,7,4,0,0,0,0,0
457,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0
459,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
461,4,1,0,2,1,0,0,0,0,4,1,1,0,2,2,3
463,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,1
466,10,0,1,1,1,0,0,0,0,7,4,2,0,0,0,2
469,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
470,15,16,4,4,0,2,0,0,1,31,6,5,0,0,0,5
471,8,0,1,2,0,0,0,0,0,8,1,2,0,0,0,2
472,2,4,1,0,0,0,0,0,0,4,3,0,0,0,0,0
473,31,8,4,2,4,0,0,0,0,32,11,5,0,1,1,6
474,10,4,3,0,0,0,0,0,2,15,3,1,0,0,0,1
475,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1
476,6,7,0,1,0,0,0,0,0,10,4,0,0,0,0,0
477,7,10,1,0,2,0,0,0,4,16,3,5,0,0,0,5
478,10,11,3,0,1,0,1,0,1,16,7,3,1,0,1,4
479,5,8,2,0,0,0,0,0,1,13,2,1,0,0,0,1
480,12,24,0,1,0,0,0,0,4,29,6,6,0,0,0,6
481,9,6,0,1,2,0,0,0,3,7,12,0,1,1,2,2
482,5,3,0,1,0,0,0,0,3,7,2,3,0,0,0,3
483,3,2,0,3,0,0,0,0,1,6,2,1,0,0,0,1
484,2,0,1,0,1,0,0,0,1,3,0,2,0,0,0,2
485,15,16,0,0,0,0,0,0,0,20,10,1,0,0,0,1
486,1,3,0,0,1,0,0,0,0,5,0,0,0,0,0,0
487,2,5,0,2,0,0,0,0,0,6,0,3,0,0,0,3
489,7,9,0,1,0,0,0,0,1,12,5,1,0,0,0,1
490,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
491,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0
492,7,16,0,1,0,1,0,0,2,14,7,3,3,0,3,6
493,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
495,0,1,0,1,0,0,0,0,3,2,2,1,0,0,0,1
496,10,2,0,0,0,0,0,0,0,5,4,2,1,0,1,3
497,8,2,0,0,1,0,0,0,2,6,4,3,0,0,0,3
500,3,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1
501,3,3,0,0,0,1,0,0,1,4,2,1,0,1,1,2
502,9,4,0,1,0,0,0,0,0,9,2,3,0,0,0,3
503,1,3,0,0,0,0,0,0,1,2,1,2,0,0,0,2
504,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
505,6,5,0,0,0,0,0,0,2,8,4,1,0,0,0,1
506,7,10,0,0,0,0,0,0,2,12,6,1,0,0,0,1
508,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
510,10,9,0,1,1,0,0,0,3,12,9,2,0,1,1,3
511,2,1,0,1,1,0,0,0,1,3,2,0,1,0,1,1
512,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0
513,3,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1
514,7,2,0,0,0,0,0,0,1,6,3,1,0,0,0,1
515,17,13,2,0,1,0,0,1,0,15,16,3,0,0,0,3
516,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0
517,9,1,0,1,0,0,0,0,1,8,3,1,0,0,0,1
518,9,9,1,1,0,1,0,0,1,13,6,2,0,1,1,3
519,15,23,3,2,1,0,0,0,2,26,13,7,0,0,0,7
520,19,8,2,5,0,2,0,0,1,24,8,5,0,0,0,5
521,7,13,0,0,0,1,0,0,1,13,8,0,1,0,1,1
522,18,5,1,2,1,0,0,0,2,19,5,4,1,0,1,5
523,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
524,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
525,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1
526,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2
527,17,14,2,1,1,0,0,0,1,22,12,2,0,0,0,2
528,3,3,1,0,0,0,0,0,3,6,2,2,0,0,0,2
529,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
531,14,1,0,1,0,1,0,0,0,13,3,1,0,0,0,1
532,1,1,0,1,0,0,0,0,1,3,0,0,1,0,1,1
534,5,4,3,1,0,0,0,0,1,10,0,4,0,0,0,4
536,13,15,1,1,1,0,0,0,3,22,10,2,0,0,0,2
537,47,21,4,5,2,1,0,0,1,38,34,5,3,1,4,9
538,12,0,0,0,0,0,0,0,0,6,4,1,1,0,1,2
539,27,18,5,3,1,0,0,0,1,30,21,4,0,0,0,4
540,49,43,1,15,2,0,0,0,2,62,36,13,1,0,1,14
541,4,6,0,0,1,0,0,0,2,4,5,3,1,0,1,4
542,5,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0
543,11,2,1,4,0,0,0,0,1,9,6,2,2,0,2,4
544,6,11,0,2,0,0,0,0,0,13,4,0,2,0,2,2
545,26,2,1,1,1,1,0,0,2,17,10,6,1,0,1,7
549,9,16,0,0,0,0,0,0,0,18,7,0,0,0,0,0
550,39,64,2,14,0,0,0,0,3,95,19,7,1,0,1,8
551,23,40,0,2,1,0,0,0,7,45,19,9,0,0,0,9
552,14,16,0,2,2,0,0,0,0,29,4,1,0,0,0,1
553,15,85,2,13,0,0,0,0,3,97,16,5,0,0,0,5
554,10,3,0,0,3,0,0,0,3,17,0,2,0,0,0,2
555,1,3,0,5,0,0,0,0,0,7,2,0,0,0,0,0
556,2,2,0,4,2,0,0,0,0,10,0,0,0,0,0,0
558,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
559,9,9,0,1,0,0,1,0,2,16,6,0,0,0,0,0
560,12,16,1,1,0,0,0,0,1,19,8,3,1,0,1,4
562,9,15,0,2,0,0,0,1,2,21,4,3,1,0,1,4
565,18,54,2,7,0,0,0,0,1,64,13,4,1,0,1,5
566,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
567,5,16,0,2,1,0,0,0,0,19,2,2,1,0,1,3
568,19,17,0,3,0,0,0,0,1,23,12,4,1,0,1,5
570,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,37,22,8,0,0,0,0,0,2,33,18,10,8,0,8,18
578,36,12,2,3,0,0,0,0,4,27,13,14,2,1,3,17
579,1,4,1,0,0,0,0,0,4,5,4,1,0,0,0,1
580,15,3,0,0,0,0,0,0,2,6,5,8,1,0,1,9
581,20,16,1,3,1,0,0,0,8,26,10,11,2,0,2,13
582,16,2,0,1,0,0,0,0,1,7,4,8,1,0,1,9
583,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
584,3,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1
585,3,1,0,0,0,0,0,0,2,4,0,2,0,0,0,2
586,4,4,0,0,0,1,0,0,1,7,2,1,0,0,0,1
587,0,3,0,0,0,0,0,0,2,1,2,1,1,0,1,2
588,42,23,6,5,1,1,0,0,3,48,18,13,2,0,2,15
589,35,7,2,1,0,1,0,0,5,22,19,10,0,0,0,10
590,7,6,2,2,0,0,0,0,0,10,5,2,0,0,0,2
592,15,16,1,0,0,1,0,0,1,19,11,4,0,0,0,4
593,6,12,0,0,0,0,0,0,2,10,7,3,0,0,0,3
594,17,14,2,3,1,0,0,0,6,29,8,4,2,0,2,6
595,16,6,0,2,1,0,0,0,2,14,5,8,0,0,0,8
596,8,18,0,4,0,0,0,0,5,25,7,3,0,0,0,3
597,28,17,7,1,2,0,0,0,4,31,22,5,1,0,1,6
598,12,6,1,1,0,0,0,0,3,11,7,5,0,0,0,5
599,11,6,2,0,0,0,0,0,2,12,7,2,0,0,0,2
601,26,4,0,2,0,0,0,0,2,20,9,5,0,0,0,5
603,24,11,1,1,0,0,0,0,1,21,13,3,1,0,1,4
604,12,8,0,2,0,0,0,1,4,16,2,8,1,0,1,9
606,31,21,5,3,0,0,0,0,3,33,16,14,0,0,0,14
607,20,13,5,0,1,0,0,0,3,24,9,9,0,0,0,9
609,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
610,30,14,1,4,0,0,0,0,6,34,13,6,1,1,2,8
611,28,26,5,2,0,0,0,0,4,41,11,13,0,0,0,13
612,18,10,4,3,0,0,0,0,4,22,10,6,1,0,1,7
613,11,2,1,1,0,0,0,0,0,8,3,4,0,0,0,4
615,4,19,0,0,0,1,0,0,0,12,8,4,0,0,0,4
616,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1
618,9,38,2,0,0,0,0,0,3,32,13,4,3,0,3,7
619,53,24,6,3,1,0,0,0,3,57,17,13,3,0,3,16
620,16,34,1,4,0,0,0,0,3,36,12,9,0,1,1,10
621,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0
622,7,11,0,0,0,0,0,0,1,10,4,5,0,0,0,5
623,14,14,0,2,0,1,0,0,2,16,8,6,2,1,3,9
624,43,14,8,3,0,0,0,0,6,44,13,12,5,0,5,17
625,37,25,3,4,1,1,0,1,5,40,19,16,1,1,2,18
626,15,26,3,0,0,0,0,0,3,31,8,7,1,0,1,8
627,12,8,0,1,0,0,0,0,1,13,6,3,0,0,0,3
628,2,2,0,0,1,0,0,0,1,5,1,0,0,0,0,0
629,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
630,4,0,0,0,0,0,0,0,1,2,1,2,0,0,0,2
631,28,25,3,4,1,0,0,0,6,35,13,18,1,0,1,19
633,30,16,4,3,2,1,0,0,3,31,15,11,2,0,2,13
634,3,6,0,1,0,1,0,0,0,8,1,2,0,0,0,2
635,11,20,1,3,0,0,0,0,2,25,12,0,0,0,0,0
636,21,31,1,2,2,0,0,0,3,41,16,2,0,1,1,3
637,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
638,22,97,3,24,0,0,0,0,5,116,23,10,2,0,2,12
639,29,50,0,10,1,1,0,0,0,67,14,10,0,0,0,10
640,34,73,0,7,0,0,0,0,3,78,29,9,1,0,1,10
641,17,31,3,5,0,1,0,0,2,39,13,7,0,0,0,7
642,0,20,0,5,0,0,0,0,3,23,5,0,0,0,0,0
643,5,4,1,0,0,0,0,0,0,8,1,1,0,0,0,1
644,38,37,1,8,2,0,0,0,6,57,23,11,1,0,1,12
645,27,85,2,37,0,3,0,0,8,131,26,4,1,0,1,5
646,10,12,1,6,0,0,0,0,1,23,2,5,0,0,0,5
647,2,20,1,4,0,0,0,0,0,21,4,1,1,0,1,2
648,5,6,0,0,0,0,0,0,0,8,1,1,1,0,1,2
649,6,5,0,1,0,0,0,0,5,9,3,5,0,0,0,5
650,4,5,0,1,0,0,0,0,1,6,3,2,0,0,0,2
651,47,45,0,9,1,0,0,0,1,69,24,9,1,0,1,10
652,5,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1
653,30,24,2,4,2,0,0,0,9,47,8,15,0,1,1,16
655,4,1,1,0,0,1,0,0,0,5,1,1,0,0,0,1
656,0,7,0,0,0,0,0,0,2,5,2,2,0,0,0,2
657,20,23,3,1,1,1,0,0,5,32,16,5,1,0,1,6
658,2,1,1,3,0,0,0,0,1,6,1,0,0,1,1,1
659,9,13,1,2,1,0,0,0,2,18,7,2,1,0,1,3
660,2,1,0,0,0,0,0,0,1,2,0,2,0,0,0,2
661,16,7,0,1,0,0,0,0,0,16,6,2,0,0,0,2
662,15,64,0,19,0,0,0,0,7,82,18,4,1,0,1,5
663,21,14,2,5,1,0,0,0,1,33,6,5,0,0,0,5
664,17,20,4,4,0,0,0,0,2,25,17,5,0,0,0,5
665,4,4,0,3,1,1,0,0,1,10,2,2,0,0,0,2
666,7,4,0,0,1,0,0,0,2,8,3,3,0,0,0,3
669,5,5,0,0,1,0,0,0,1,8,3,1,0,0,0,1
670,3,7,1,13,2,0,0,1,1,27,0,1,0,0,0,1
671,22,28,3,2,1,0,0,0,1,41,9,6,1,0,1,7
673,5,8,0,1,0,1,0,0,1,13,2,1,0,0,0,1
674,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
675,26,2,0,0,3,0,0,0,1,22,6,4,0,0,0,4
677,2,3,0,0,0,0,0,0,1,4,1,1,0,0,0,1
679,0,7,2,0,0,0,0,0,2,9,0,2,0,0,0,2
680,2,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0
681,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
682,1,3,2,0,0,0,0,0,3,4,2,3,0,0,0,3
683,1,3,0,0,0,0,0,0,2,4,1,1,0,0,0,1
684,6,11,0,0,0,0,0,0,8,12,7,4,2,0,2,6
685,20,32,0,6,0,0,0,0,5,43,16,4,0,0,0,4
686,16,8,0,1,0,0,0,0,5,13,9,6,2,0,2,8
688,15,75,1,20,1,0,0,0,1,87,21,5,0,0,0,5
689,20,11,1,2,1,0,0,0,1,23,9,3,1,0,1,4
690,0,5,0,1,0,0,0,0,1,5,2,0,0,0,0,0
691,66,55,3,7,1,1,1,0,3,95,27,12,3,0,3,15
693,10,10,0,2,0,2,0,0,1,14,5,4,2,0,2,6
694,23,18,0,3,1,0,0,0,2,29,12,6,0,0,0,6
695,15,17,0,2,0,0,0,0,3,22,9,6,0,0,0,6
696,6,14,4,6,0,0,0,0,1,23,5,3,0,0,0,3
697,4,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
698,21,11,1,5,1,1,0,0,6,28,8,7,3,0,3,10
699,2,2,0,0,0,0,0,0,0,3,0,0,1,0,1,1
700,30,19,3,5,2,0,0,0,4,44,9,9,1,0,1,10
701,15,61,2,8,0,0,0,0,4,62,25,2,1,0,1,3
703,4,7,2,0,2,0,0,0,0,10,3,2,0,0,0,2
704,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
705,12,11,2,1,0,0,0,0,1,19,4,3,1,0,1,4
706,11,9,2,3,1,1,0,0,2,22,2,4,0,1,1,5
707,6,4,1,2,0,0,0,0,4,11,3,3,0,0,0,3
708,5,16,1,2,0,0,0,0,2,20,5,1,0,0,0,1
710,9,0,3,1,0,0,0,0,3,9,5,2,0,0,0,2
713,9,17,1,3,1,0,0,0,0,20,6,5,0,0,0,5
714,5,2,0,0,0,0,0,0,0,5,1,1,0,0,0,1
715,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
716,25,15,3,3,0,0,0,0,3,32,11,6,0,0,0,6
717,40,12,10,1,3,0,0,0,4,39,16,13,1,1,2,15
719,10,3,0,2,0,0,0,0,0,11,2,2,0,0,0,2
720,9,5,0,2,0,0,0,0,0,12,2,2,0,0,0,2
721,37,24,2,1,0,0,0,0,2,46,10,9,1,0,1,10
722,7,39,1,9,1,0,0,0,2,49,8,2,0,0,0,2
723,17,13,2,2,0,0,0,0,1,21,12,2,0,0,0,2
724,29,22,1,19,0,0,0,0,3,55,13,5,1,0,1,6
727,2,5,1,0,0,0,0,0,1,5,4,0,0,0,0,0
729,5,7,0,3,0,0,0,0,1,13,3,0,0,0,0,0
731,16,23,0,5,0,0,0,0,2,33,10,1,2,0,2,3
